Test file,Test index,Smell,Hint,Where,Term,Sentence
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Ambiguous Test,adverb of manner,action,fully,"Verify that your system is localized. For any language, the system has to be fully localized. /!\ Note: the translation coverage of some languages might not be complete."
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Ambiguous Test,adverb of manner,action,correctly,Verify that the input method works correctly.
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Ambiguous Test,adverb of manner,action,correctly,Check that the calendar shows the regional settings correctly.
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Ambiguous Test,adverb of manner,verification,automatically,"In Simplified Chinese ""自动登录"" (Log in automatically) and ""继续""In Traditional Chinese ""自動登入"" (Log in automatically) and ""繼續"" (Forward)In Japanese ""自動的にログインする"" (Log in automatically) and ""続ける"" (Continue)In Korean ""자동으로 로그인"" (Log in automatically) and ""계속"" (Forward)"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Ambiguous Test,adverb of manner,verification,automatically,"In Simplified Chinese ""自动登录"" (Log in automatically) and ""继续""In Traditional Chinese ""自動登入"" (Log in automatically) and ""繼續"" (Forward)In Japanese ""自動的にログインする"" (Log in automatically) and ""続ける"" (Continue)In Korean ""자동으로 로그인"" (Log in automatically) and ""계속"" (Forward)"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Ambiguous Test,adverb of manner,verification,automatically,"In Simplified Chinese ""自动登录"" (Log in automatically) and ""继续""In Traditional Chinese ""自動登入"" (Log in automatically) and ""繼續"" (Forward)In Japanese ""自動的にログインする"" (Log in automatically) and ""続ける"" (Continue)In Korean ""자동으로 로그인"" (Log in automatically) and ""계속"" (Forward)"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Ambiguous Test,adverb of manner,verification,automatically,"In Simplified Chinese ""自动登录"" (Log in automatically) and ""继续""In Traditional Chinese ""自動登入"" (Log in automatically) and ""繼續"" (Forward)In Japanese ""自動的にログインする"" (Log in automatically) and ""続ける"" (Continue)In Korean ""자동으로 로그인"" (Log in automatically) and ""계속"" (Forward)"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Ambiguous Test,verb + indefinite determiner,action,press any,"Boot up the image. When you see the aubergine screen with an icon at the bottom, press any key to get the menu"
../testcases/image/1316_Non-English Installation Full Network Support & CJK Input,0,Ambiguous Test,verb + indefinite determiner,verification,have a,"Simplified Chinese: Open dash and type gedit into the search box. Click on the editor (文本编辑器) icon.Click on the keyboard icon on the top panel area and select SunPinyin as the input method to switch to.Type renlei in the new gedit document, press Space, and see if it turns out to be 人类Traditional Chinese: Open dash and type gedit into the search box. Click on the editor (文字编辑器) icon.Click on the keyboard icon on the top panel area and select Chewing (酷音) as the input method to switch to. Type bp6xo4 in the new gedit document (or if you have a keyboard with Bopomofo, type ㄖㄣˊㄌㄟˋ), press Enter, and see if it turns out to be 人類Japanese: Open dash and type gedit into the search box. Click on the editor (テキストエディター) icon.Click on the keyboard icon on the notification area, select 日本語 - Anthy as the input method to switch to. Type nihon in the new gedit document, press Enter and see if it turns out to be にほんType nihon again, then press space and see if it turns out to be 日本 or 二本. Keep pressing space to cycle between the presented options, if necessaryKorean: Open dash and type gedit into the search box. Click on the editor (텍스트 편집기) icon.Click on the keyboard icon on the notification area, select Hangul (한국어) as the input method to switch to.Type gks rmf in the new gedit document and see if it turns out to be 한 글"
../testcases/image/1318_Ubuntu Core Image Smoke Test,0,Unverified Action,,action,,"From the terminal, run the following commands"
../testcases/image/1318_Ubuntu Core Image Smoke Test,0,Unverified Action,,action,,mkdir core
../testcases/image/1318_Ubuntu Core Image Smoke Test,0,Unverified Action,,action,,sudo tar -C core -zxf (release)-core-(arch).tar.gz
../testcases/image/1318_Ubuntu Core Image Smoke Test,0,Unverified Action,,action,,sudo mount --bind /proc core/proc
../testcases/image/1318_Ubuntu Core Image Smoke Test,0,Unverified Action,,action,,sudo mount --bind /sys core/sys
../testcases/image/1318_Ubuntu Core Image Smoke Test,0,Unverified Action,,action,,sudo cp /etc/resolv.conf core/etc/
../testcases/image/1318_Ubuntu Core Image Smoke Test,0,Unverified Action,,action,,sudo chroot core
../testcases/image/1318_Ubuntu Core Image Smoke Test,0,Unverified Action,,action,,apt-get update;apt-get install (some package)
../testcases/image/1337_Install (Default),0,Eager Action,multiple actions,action,"[Verify, or setup]",Verify or setup the timezone
